show,season,episode,title,us_viewers,air_date,imdb_rating,total_votes,description
Friends,9,18,The One with the Lottery,20790000,4/3/03,8.6,3738,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler."
Friends,9,19,The One with Rachel's Dream,18240000,4/17/03,8.1,3502,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but about Drake, Joey or both? Monica's fancy restaurant Javu is doing great, so she's flat out, too badly to accept joining Chandler on a surprise trip he booked to Vermont. When Phoebe comes sing her gross songs outside Javu, Monica tries to tell her nicely it's inappropriate, lacking style, but Phoebe just gets fancier dress; once told the truth, she starts a nasty row... Meanwhile ..."
Friends,9,20,The One with the Soap Opera Party,20710000,4/24/03,8.2,3503,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.
Friends,9,21,The One with the Fertility Test,19030000,5/1/03,8.2,3427,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a free massage at a chain massage center. Phoebe chastises Rachel for even thinking about going to a massage chain, which she feels takes away business from independent massage therapists like herself; however, Phoebe actually works at this specific massage chain. Rachel says she won't go and even tears up the gift certificate, but she later tapes it back together, goes for her free ..."
Friends,9,22,The One with the Donor,19550000,5/8/03,7.8,3522,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a dazzling outfit for the party she's going to just to save face as her ex Mike is coming too. Gynecologist Dr. Connelly tells Chandler and Monica they should keep trying the natural way, but realistically consider a surrogate mother -a nightmare for Monica- or donor sperm insemination, so Chandler invites his 'perfectly eligible' colleague Zach for dinner; they scare him with ..."
Friends,9,23,The One in Barbados,25460000,5/15/03,8.4,3663,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of David's proposal. Mike proposes instead. Phoebe gets back together with Mike, but doesn't accept his proposal. Monica's hair gets all poofy after getting off the plane. Charlie and Ross enjoy themselves when rewriting Ross's speech. Rachel keeps changing her mind on when to tell Joey that she has feelings for him."
Friends,9,24,The One in Barbados,25460000,5/15/03,8.6,3839,"To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn her favor to Ross, then they must flee the other academics who intend by tradition to throw the key note-speaker into the pool. Chandler and Phoebe knew better, but Mike accepts to play table tennis against ever-obsessive fluffy monster Monica; when she gets injured, Chandler jumps in and crushes Mike. Rachel can't hide her feelings for Joey anymore, so when he sees Ross and ..."
Friends,10,1,The One After Joey and Rachel Kiss,24540000,9/25/03,8.5,4141,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.
Friends,10,2,The One Where Ross Is Fine,22370000,10/2/03,8.8,4476,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.
Friends,10,3,The One with Ross's Tan,21870000,10/9/03,8.8,4346,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.
Friends,10,4,The One with the Cake,18760000,10/23/03,8.3,3792,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed."
Friends,10,5,The One Where Rachel's Sister Babysits,19370000,10/30/03,8.2,3750,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.
Friends,10,6,The One with Ross' Grant,20370000,11/6/03,8.2,3797,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.
Friends,10,7,The One with the Home Study,20210000,11/13/03,8.3,3640,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.
Friends,10,8,The One with the Late Thanksgiving,20660000,11/20/03,8.9,4400,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late."
Friends,10,9,The One with the Birth Mother,25480000,1/8/04,8.6,3829,"Nervous and excited, Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child when it's born."
Friends,10,10,The One Where Chandler Gets Caught,26680000,1/15/04,8,3677,"Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his realtor, Nancy, and think he's cheating on Monica. After that misunderstanding is cleared, the other Friends are shocked the couple wants to leave Manhattan, and everybody starts reminiscing about living in New York as a gang, until Nancy calls about their bid on the house."
Friends,10,11,The One Where the Stripper Cries,24910000,2/5/04,9,4842,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.
Friends,10,12,The One with Phoebe's Wedding,25900000,2/12/04,8.9,4258,Chaos ensues as Phoebe and Mike prepare to get married.
Friends,10,13,The One Where Joey Speaks French,24270000,2/19/04,8.5,4054,Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.
Friends,10,14,The One with Princess Consuela,22820000,2/26/04,8.6,3953,"When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds out that Monica never changed her last name. Monica and Chandler take Joey to their house to convince him it is a good move and he tries to find anything wrong with the house so they won't buy it. Rachel goes to a job interview at a restaurant but her current boss is sitting right beyond her, costing her her job at Ralph Lauren. When cleaning out her office, she bumps into Mark who ..."
Friends,10,15,The One Where Estelle Dies,22640000,4/22/04,8.5,3700,"Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice."
Friends,10,16,The One with Rachel's Going Away Party,24510000,4/29/04,8.9,4290,"The gang throws Rachel a goodbye party, during which she says goodbye to everybody individually."
Friends,10,17,The Last One,52460000,5/6/04,9.7,14033,"Phoebe races Ross to the airport in a bid to stop Rachel from leaving for Paris. Monica and Chandler pack up their apartment ahead of their move to their new house, and Joey buys Chandler a new chick and duck as a leaving present."
